Magazine,EHASTRA_EH_NUMMER,Period,Heftjahr,Heftnummer,Bezug_MBR,Verkauf_MBR,Remission_MBR,Bezug,Verkauf,Remission,Klasse,SBC,XYZ,Laenge,Zensierungsquote,Zensierungsgrad,Zensiert,Entgangener Verkauf,Steigung,N1_Demand,N2_Demand,N3_Demand,EM_Demand,PD_Demand,Nahmias_Demand,Conrad_Demand,Bayesian_Demand,Bayesian_Q,Baseline_Demand,N1_Q,N2_Q,N3_Q,EM_Q,PD_Q,Nahmias_Q,Conrad_Q,Baseline_Q
E,EHC0005070,2023-105,2023,105,6.0,3.0,3.0,3.0,3.0,0.0,Klasse 2-3,S,Y,33,0.3414999999999999,0.4,1,0.0,0.0085,2.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,6.0,3.0,,,,,,,,
E,EHC0005070,2023-106,2023,106,6.0,1.0,5.0,6.0,1.0,5.0,Klasse 2-3,S,Y,33,0.3414999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,,,,,,,,
E,EHC0005070,2023-107,2023,107,5.0,2.0,3.0,2.0,2.0,0.0,Klasse 2-3,S,Y,33,0.3414999999999999,0.4,1,0.0,0.0085,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,6.0,2.0,,,,,,,,
E,EHC0005070,2023-108,2023,108,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 2-3,S,Y,33,0.3414999999999999,0.4,1,1.0,0.0085,2.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,6.0,1.0,,,,,,,,
E,EHC0005070,2023-109,2023,109,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 2-3,S,Y,33,0.3414999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,,,,,,,,
E,EHC0005070,2024-110,2024,110,3.0,2.0,1.0,3.0,2.0,1.0,Klasse 2-3,S,Y,33,0.3414999999999999,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0
E,EHC0005070,2024-111,2024,111,1.0,1.0,0.0,2.0,1.0,1.0,Klasse 2-3,S,Y,33,0.3414999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0
E,EHC0005070,2024-112,2024,112,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 2-3,S,Y,33,0.3414999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0
E,EHC0005070,2024-113,2024,113,6.0,0.0,6.0,6.0,0.0,6.0,Klasse 2-3,S,Y,33,0.3414999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0
E,EHC0005070,2024-114,2024,114,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 2-3,S,Y,33,0.3414999999999999,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0
E,EHC0005070,2024-115,2024,115,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 2-3,S,Y,33,0.3414999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0
E,EHC0005070,2024-116,2024,116,7.0,3.0,4.0,7.0,3.0,4.0,Klasse 2-3,S,Y,33,0.3414999999999999,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0
E,EHE0003391,2022-084,2022,84,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,X,1,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,
F,EHG0006538,2022-002,2022,2,1.0,0.0,1.0,1.0,0.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2022-003,2022,3,1.0,1.0,0.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2022-004,2022,4,1.0,1.0,0.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2022-005,2022,5,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2022-006,2022,6,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2022-007,2022,7,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2022-008,2022,8,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2022-009,2022,9,1.0,0.0,1.0,1.0,0.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2022-010,2022,10,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2022-011,2022,11,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,
F,EHG0006538,2022-012,2022,12,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2022-013,2022,13,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2022-014,2022,14,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2022-015,2022,15,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2022-017,2022,17,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2022-018,2022,18,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2022-019,2022,19,1.0,0.0,1.0,1.0,0.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2022-020,2022,20,1.0,1.0,0.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2022-021,2022,21,1.0,1.0,0.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2022-022,2022,22,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2022-023,2022,23,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2022-024,2022,24,1.0,0.0,1.0,1.0,0.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2022-025,2022,25,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2023-001,2023,1,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2023-002,2023,2,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2023-003,2023,3,1.0,1.0,0.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2023-004,2023,4,1.0,1.0,0.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2023-005,2023,5,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2023-006,2023,6,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2023-007,2023,7,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2023-008,2023,8,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2023-009,2023,9,1.0,0.0,1.0,1.0,0.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2023-010,2023,10,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2023-011,2023,11,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2023-012,2023,12,1.0,0.0,1.0,1.0,0.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2023-013,2023,13,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2023-014,2023,14,1.0,1.0,0.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2023-015,2023,15,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2023-017,2023,17,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2023-018,2023,18,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2023-019,2023,19,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2023-020,2023,20,1.0,0.0,1.0,1.0,0.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2023-021,2023,21,1.0,1.0,0.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2023-022,2023,22,1.0,1.0,0.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2023-023,2023,23,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
F,EHG0006538,2023-024,2023,24,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2023-025,2023,25,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
F,EHG0006538,2024-001,2024,1,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
F,EHG0006538,2024-002,2024,2,1.0,0.0,1.0,1.0,0.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
F,EHG0006538,2024-003,2024,3,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
F,EHG0006538,2024-004,2024,4,1.0,1.0,0.0,2.0,1.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
F,EHG0006538,2024-005,2024,5,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
F,EHG0006538,2024-006,2024,6,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
F,EHG0006538,2024-007,2024,7,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
F,EHG0006538,2024-008,2024,8,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 0-1,S,Z,55,0.3159999999999999,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
G,EHB0023505,2022-002,2022,2,6.0,0.0,6.0,6.0,0.0,6.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
G,EHB0023505,2022-004,2022,4,5.0,1.0,4.0,5.0,1.0,4.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
G,EHB0023505,2022-005,2022,5,5.0,1.0,4.0,5.0,1.0,4.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
G,EHB0023505,2022-006,2022,6,5.0,2.0,3.0,2.0,2.0,0.0,Klasse 1-2,S,Y,51,0.35,0.4,1,0.0,0.0085,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,
G,EHB0023505,2022-007,2022,7,4.0,0.0,4.0,4.0,0.0,4.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,
G,EHB0023505,2022-008,2022,8,5.0,1.0,4.0,5.0,1.0,4.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,
G,EHB0023505,2022-009,2022,9,5.0,1.0,4.0,5.0,1.0,4.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,
G,EHB0023505,2022-010,2022,10,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
G,EHB0023505,2022-011,2022,11,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
G,EHB0023505,2022-012,2022,12,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
G,EHB0023505,2022-013,2022,13,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
G,EHB0023505,2022-014,2022,14,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
G,EHB0023505,2022-015,2022,15,3.0,2.0,1.0,2.0,2.0,0.0,Klasse 1-2,S,Y,51,0.35,0.4,1,0.0,0.0085,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,
G,EHB0023505,2022-016,2022,16,5.0,0.0,5.0,5.0,0.0,5.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
G,EHB0023505,2022-017,2022,17,4.0,2.0,2.0,1.0,1.0,0.0,Klasse 1-2,S,Y,51,0.35,0.4,1,1.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,
G,EHB0023505,2022-018,2022,18,4.0,0.0,4.0,4.0,0.0,4.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
G,EHB0023505,2022-019,2022,19,4.0,0.0,4.0,4.0,0.0,4.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
G,EHB0023505,2022-020,2022,20,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 1-2,S,Y,51,0.35,0.4,1,1.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,
G,EHB0023505,2022-021,2022,21,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
G,EHB0023505,2022-022,2022,22,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,
G,EHB0023505,2022-023,2022,23,4.0,0.0,4.0,4.0,0.0,4.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,
G,EHB0023505,2022-024,2022,24,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 1-2,S,Y,51,0.35,0.4,1,1.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,
G,EHB0023505,2022-025,2022,25,3.0,2.0,1.0,1.0,1.0,0.0,Klasse 1-2,S,Y,51,0.35,0.4,1,1.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,
G,EHB0023505,2022-026,2022,26,4.0,2.0,2.0,2.0,2.0,0.0,Klasse 1-2,S,Y,51,0.35,0.4,1,0.0,0.0085,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,
G,EHB0023505,2023-001,2023,1,5.0,2.0,3.0,2.0,2.0,0.0,Klasse 1-2,S,Y,51,0.35,0.4,1,0.0,0.0085,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,,,,,,,
G,EHB0023505,2023-002,2023,2,7.0,2.0,5.0,2.0,2.0,0.0,Klasse 1-2,S,Y,51,0.35,0.4,1,0.0,0.0085,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,
G,EHB0023505,2023-003,2023,3,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,
G,EHB0023505,2023-004,2023,4,3.0,3.0,0.0,4.0,3.0,1.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,
G,EHB0023505,2023-005,2023,5,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,,,,,,,
G,EHB0023505,2023-006,2023,6,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,,,,,,,
G,EHB0023505,2023-007,2023,7,4.0,2.0,2.0,2.0,2.0,0.0,Klasse 1-2,S,Y,51,0.35,0.4,1,0.0,0.0085,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,
G,EHB0023505,2023-008,2023,8,4.0,2.0,2.0,2.0,2.0,0.0,Klasse 1-2,S,Y,51,0.35,0.4,1,0.0,0.0085,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,,,,,,,,
G,EHB0023505,2023-009,2023,9,5.0,2.0,3.0,1.0,1.0,0.0,Klasse 1-2,S,Y,51,0.35,0.4,1,1.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,,,,,,
G,EHB0023505,2023-010,2023,10,4.0,1.0,3.0,4.0,1.0,3.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,
G,EHB0023505,2023-011,2023,11,5.0,1.0,4.0,5.0,1.0,4.0,Klasse 1-2,S,Y,51,0.35,0.4,0,0.0,0.0085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,,,,,,,,
